0	0	34	3
0	0	34	3
0	0	34	3
0	0	34	3
0	0	34	3
0	0	34	3
0	0	34	3
0	0	34	3
0	0	34	3
0	0	36	4
0	0	40	4
0	0	40	4
0	0	40	4
0	0	40	4
0	0	44	5
0	0	40	4
0	0	48	5
0	0	48	5
0	0	54	6
0	0	54	6
0	0	54	6
0	0	54	6
0	0	58	6
0	0	58	6
0	0	64	7
0	0	64	7
0	0	74	8
0	0	78	8
0	0	82	9
0	0	82	9
0	0	88	10
0	0	88	10
0	0	96	10
0	0	96	10
0	0	117	13
0	0	117	13
0	0	127	14
0	0	131	14
0	0	145	16
0	0	149	16
0	0	159	18
0	0	157	17
0	0	175	19
0	0	175	19
0	3	179	22
0	2	183	22
0	0	193	22
0	7	195	26
0	4	213	26
0	6	207	27
0	5	218	27
0	5	218	27
0	2	232	27
0	3	233	28
0	11	249	34
0	8	247	32
0	14	255	37
0	10	255	34
0	14	255	37
0	13	255	36
0	17	255	39
0	18	255	39
0	18	255	39
0	19	255	40
0	19	255	40
0	19	255	40
0	22	255	41
0	24	255	43
0	27	255	44
0	27	255	44
0	28	255	45
0	28	255	45
0	28	255	45
0	28	255	45
0	31	255	47
0	34	255	49
0	35	255	49
0	35	255	49
0	39	255	51
0	39	255	51
0	41	255	53
0	41	255	53
0	42	255	53
0	42	255	53
0	43	255	54
0	47	255	56
0	47	255	56
0	47	255	56
0	47	255	56
0	47	255	56
0	47	255	56
0	47	255	56
0	50	255	58
0	50	255	58
0	50	255	58
0	49	255	57
0	47	255	56
0	48	255	57
0	50	255	58
0	47	255	56
0	50	255	58
0	50	255	58
0	43	255	54
0	47	255	56
0	50	255	58
0	47	255	56
0	43	255	54
0	41	255	53
0	41	255	53
0	41	255	53
0	41	255	53
0	40	255	52
0	40	255	52
0	37	255	50
0	29	255	46
0	32	255	47
0	28	255	45
0	28	255	45
0	27	255	44
0	28	255	45
0	24	255	43
0	22	255	41
0	19	255	40
0	19	255	40
0	19	255	40
0	17	255	39
0	19	255	40
0	18	255	39
0	16	255	38
0	17	253	38
0	18	249	38
0	13	239	34
0	13	225	33
0	9	219	30
0	13	223	33
0	9	219	30
0	10	209	29
0	10	209	29
0	11	196	28
0	12	194	29
0	10	190	27
0	10	190	27
0	13	179	28
0	12	175	26
0	6	165	22
0	6	165	22
0	7	163	22
0	7	159	22
0	5	147	19
0	6	143	19
0	3	135	17
0	0	129	14
0	5	125	17
0	1	121	14
0	0	114	12
0	4	122	16
0	6	114	16
0	2	110	13
0	0	92	10
0	0	92	10
0	0	84	9
0	0	84	9
0	0	84	9
0	0	84	9
0	0	78	8
0	0	78	8
0	0	78	8
0	0	74	8
0	0	68	7
0	0	64	7
0	0	60	6
0	0	58	6
0	0	54	6
0	0	54	6
0	0	54	6
0	0	54	6
0	0	58	6
0	0	58	6
0	0	50	5
0	0	50	5
0	0	48	5
0	0	48	5
0	0	48	5
0	0	48	5
0	1	44	5
0	1	44	5
0	0	48	5
0	0	48	5
0	2	40	5
0	2	40	5
0	1	40	5
0	1	40	5
0	1	36	4
0	1	36	4
0	0	36	4
0	1	36	4
0	1	36	4
0	1	36	4
0	1	40	5
0	1	40	5
0	1	40	5
0	1	36	4
0	2	34	5
0	2	34	5
0	2	34	5
0	2	34	5
0	0	34	3
0	0	34	3
0	2	34	5
0	1	26	3
0	1	26	3
0	3	30	5
0	0	34	3
0	2	34	5
0	2	34	5
0	2	34	5
0	3	30	5
0	3	30	5
0	3	30	5
0	2	34	5
0	3	30	5
0	3	30	5
0	4	30	5
0	3	34	5
0	4	30	5
0	4	30	5
0	3	26	4
0	3	30	5
0	4	30	5
0	2	34	5
0	3	26	4
0	5	24	5
0	4	24	5
0	3	26	4
0	3	30	5
0	4	26	5
0	4	26	5
0	5	24	5
0	4	24	5
0	4	24	5
0	4	30	5
0	3	26	4
0	5	20	5
0	5	20	5
0	3	26	4
0	3	26	4
0	4	26	5
0	4	26	5
0	5	24	5
0	5	24	5
0	6	20	5
0	5	24	5
0	4	26	5
0	5	26	5
0	6	20	5
0	5	20	5
0	5	24	5
0	5	24	5
0	5	24	5
0	5	24	5
0	6	20	5
0	6	20	5
0	5	24	5
0	5	24	5
0	6	20	5
0	6	20	5
0	7	20	6
0	6	20	5
0	6	20	5
0	6	20	5
0	6	16	5
0	5	16	4
0	6	16	5
0	7	12	5
0	7	20	6
0	7	20	6
0	7	20	6
0	7	20	6
0	7	16	5
0	7	16	5
0	7	16	5
0	7	16	5
0	7	16	5
0	7	16	5
0	8	12	6
0	7	16	5
0	8	12	6
0	8	12	6
0	10	12	7
0	10	12	7
0	9	10	6
0	12	16	8
0	14	16	10
0	10	12	7
0	19	20	13
0	18	20	12
0	19	20	13
0	19	20	13
0	19	14	12
0	19	14	12
0	18	20	12
0	18	20	12
0	19	18	13
0	28	26	19
0	28	22	18
0	28	22	18
0	28	26	19
0	28	22	18
0	28	26	19
0	30	28	20
0	33	28	22
0	31	24	20
0	31	24	20
0	31	24	20
0	31	24	20
0	31	24	20
0	31	24	20
0	31	24	20
0	40	26	26
0	42	27	27
0	41	31	27
0	41	27	27
0	42	27	27
0	42	27	27
0	47	28	30
0	47	30	31
0	47	32	31
0	47	32	31
0	47	32	31
0	47	32	31
0	49	32	32
0	49	32	32
0	57	37	37
0	51	32	33
0	51	32	33
0	51	32	33
0	55	36	36
0	56	36	36
0	55	34	36
0	59	32	38
0	51	30	33
0	55	34	36
0	58	31	37
0	58	35	38
0	59	36	38
0	59	36	38
0	64	39	42
0	62	39	40
0	64	39	42
0	64	39	42
0	68	34	43
0	68	34	43
0	68	34	43
0	69	38	44
0	75	38	48
1	73	38	47
1	74	36	47
0	69	35	44
0	75	38	48
0	75	38	48
0	76	36	48
0	84	38	53
0	80	39	51
0	80	39	51
0	80	39	51
0	82	39	52
0	83	37	52
